File_Name,Coef_Pearson,Iph_0,Is_0,nd_0,Rs_0,Rp_0,Iph,Is,nd,Rs,Rp
2024-03-01_06:00:10,-1.0,0.03793,9.825000e-08,0.05813,11.65579,11.47267,0.00758,7.968991e-08,0.13637,0.02474,45.44786
2024-03-01_06:01:09,-0.9236,0.03834,9.825000e-08,0.11626,-14.764,8.07207,0.00045,2.628517e-06,4.33002,-731.02679,733.14272
2024-03-01_06:02:10,-1.0,0.04767,9.825000e-08,0.11626,2.50541,8.8085,0.00978,1.481772e-06,0.30838,0.21168,105.122
2024-03-01_06:03:09,-1.0,0.04118,9.825000e-08,0.17438,1.35588,19.22411,0.00831,2.006960e-11,0.12051,0.01398,368.06768
2024-03-01_06:04:10,-1.0,0.04564,9.825000e-08,0.23251,0.35152,23.64306,0.01051,1.395201e-06,1.09857,0.00287,609.66768
2024-03-01_06:05:09,-0.9999,0.05153,9.825000e-08,0.29064,14.92624,44.55178,0.01501,1.178149e-07,0.39544,0.01871,401.76162
2024-03-01_06:06:09,-1.0,0.05457,9.825000e-08,0.46503,42.84454,35.00047,0.02829,1.971000e-12,0.25855,1.51247,167.84226
2024-03-01_06:07:09,-0.9999,0.05335,9.825000e-08,0.58128,10.66932,60.63343,0.02131,1.410106e-07,0.80159,0.18976,838.93614
2024-03-01_06:08:09,-1.0,0.07039,9.825000e-08,0.75567,11.87908,79.62987,0.03018,4.679739e-07,1.99227,0.00414,1075.11246
2024-03-01_06:09:10,-0.9957,0.07039,9.825000e-08,0.87192,2.30924,87.10507,0.03056,4.487245e-07,1.17854,0.0238,2257.85984
2024-03-01_06:10:09,-1.0,0.06654,9.825000e-08,0.93005,4.84759,141.57365,0.03208,5.013936e-08,1.3315,0.19171,1740.34884
2024-03-01_06:11:10,-1.0,0.07222,9.825000e-08,0.87192,14.25891,78.35246,0.03543,2.791424e-08,1.11676,0.75296,794.19877
2024-03-01_06:12:09,-0.9999,0.06228,9.825000e-08,0.8138,6.25251,114.72332,0.02687,8.528452e-07,1.45486,0.12325,1505.39091
2024-03-01_06:13:10,-1.0,0.06654,9.825000e-08,0.75567,8.89375,83.45482,0.02733,1.011689e-07,3.27532,0.06912,1114.86132
2024-03-01_06:14:09,-1.0,0.06735,9.825000e-08,0.75567,15.97203,64.58017,0.02976,2.152674e-08,0.96693,0.10227,973.63384
2024-03-01_06:15:09,-1.0,0.0641,9.825000e-08,0.75567,50.90118,85.53898,0.02769,1.107309e-06,4.77499,0.6242,903.92679
2024-03-01_06:16:10,-1.0,0.06289,9.825000e-08,0.75567,1.9229,160.17704,0.02653,1.560372e-06,10.34617,0.00653,3757.4792
2024-03-01_06:17:09,-1.0,0.06897,9.825000e-08,0.87192,13.14283,118.63953,0.03437,3.358173e-07,1.49373,0.06474,1162.88259
2024-03-01_06:18:10,-1.0,0.06897,9.825000e-08,0.98818,23.13625,111.95357,0.03592,1.334751e-07,1.54023,0.2652,1432.30348
2024-03-01_06:19:09,-0.9366,0.07181,9.825000e-08,1.04631,1.36122,181.62927,0.03617,7.251866e-07,1.20185,0.51014,2342.55913
2024-03-01_06:20:10,-0.988,0.07851,9.825000e-08,1.10444,4.15052,108.10807,0.0403,1.955005e-07,1.19764,0.05358,2195.0248
2024-03-01_06:21:09,-0.981,0.07911,9.825000e-08,1.04631,7.16417,119.82336,0.04104,2.528928e-07,1.13941,0.00636,1571.19984
2024-03-01_06:22:09,-0.9918,0.07688,9.825000e-08,1.10444,3.52456,106.35999,0.03895,4.716457e-08,1.02429,0.17848,1252.841
2024-03-01_06:23:10,-1.0,0.08398,9.825000e-08,1.22069,7.86014,143.39558,0.04683,7.067177e-07,5.89764,0.00041,1336.12247
2024-03-01_06:24:09,-1.0,0.10041,9.825000e-08,1.45321,19.57176,124.59758,0.0595,4.604664e-08,2.2355,0.01192,614.36386
2024-03-01_06:25:10,-0.9129,0.08763,9.825000e-08,1.56946,37.60486,218.57884,0.06714,1.747658e-07,1.31993,0.05811,696.74674
2024-03-01_06:26:09,-0.9014,0.10589,9.825000e-08,1.62759,27.26141,304.89227,0.08374,3.272603e-07,1.40161,0.0361,558.76892
2024-03-01_06:27:10,-0.8762,0.11319,9.825000e-08,1.68572,34.19951,186.1308,0.08937,1.224168e-07,1.29303,0.01882,571.09395
2024-03-01_06:28:09,-0.8882,0.11827,9.825000e-08,1.68572,34.8301,218.84746,0.09868,1.293847e-07,1.31378,0.07217,510.15045
2024-03-01_06:29:09,-0.872,0.13591,9.825000e-08,1.68572,36.47059,239.54298,0.10694,9.459901e-08,1.28197,0.01849,601.66021
2024-03-01_06:30:09,-0.8884,0.13754,9.825000e-08,1.74385,26.34712,132.79234,0.11906,2.812770e-08,1.1848,0.02141,436.4958
2024-03-01_06:31:09,-0.9016,0.15519,9.825000e-08,1.74385,25.84282,199.1625,0.13503,1.132155e-09,0.9816,0.01334,317.6169
2024-03-01_06:32:10,-0.8976,0.16918,9.825000e-08,1.74385,19.17917,208.01366,0.14204,1.031591e-07,1.30272,0.02731,404.68975
2024-03-01_06:33:09,-0.8778,0.16594,9.825000e-08,1.74385,25.62486,266.86423,0.13954,2.027410e-07,1.3608,0.00045,633.02064
2024-03-01_06:34:10,-0.8879,0.18135,9.825000e-08,1.80198,21.16752,277.09039,0.15862,1.255277e-08,1.13073,0.02044,402.18599
2024-03-01_06:35:09,-0.8878,0.18886,9.825000e-08,1.80198,18.81686,202.98171,0.16217,3.578815e-08,1.21138,0.00469,442.71557
2024-03-01_06:36:10,-0.8847,0.18663,9.825000e-08,1.80198,15.30505,208.76927,0.16721,6.244434e-08,1.25535,0.00279,492.76023
2024-03-01_06:37:09,-0.9063,0.19961,9.825000e-08,1.80198,21.58534,256.51069,0.18657,6.820975e-08,1.2714,0.01455,312.27088
2024-03-01_06:38:09,-0.899,0.20488,9.825000e-08,1.80198,17.04983,250.31692,0.19769,3.177924e-08,1.20641,0.00475,335.06147
2024-03-01_06:39:09,-0.8915,0.22395,9.825000e-08,1.80198,16.88839,169.17789,0.20491,3.408575e-08,1.20917,0.00499,394.57539
2024-03-01_06:40:09,-0.8877,0.22111,9.825000e-08,1.80198,17.01532,291.7852,0.20581,1.580885e-08,1.15208,0.00173,411.44682
2024-03-01_06:41:10,-0.8933,0.23349,9.825000e-08,1.86011,12.39727,351.19891,0.22049,8.649882e-08,1.28674,0.01665,413.23974
2024-03-01_06:42:09,-0.8906,0.25174,9.825000e-08,1.86011,13.83015,213.38873,0.22456,9.261078e-08,1.29128,0.00994,452.51339
2024-03-01_06:43:10,-0.889,0.25114,9.825000e-08,1.86011,12.59719,208.16094,0.22589,4.098730e-07,1.43438,0.00421,624.28032
2024-03-01_06:44:09,-0.8941,0.26229,9.825000e-08,1.86011,12.05149,205.25446,0.24139,4.883349e-08,1.23796,0.00646,376.26645
2024-03-01_06:45:09,-0.9091,0.26777,9.825000e-08,1.86011,11.38234,192.46696,0.25648,7.216846e-08,1.27624,0.01476,260.61525
2024-03-01_06:46:09,-0.8916,0.27386,9.825000e-08,1.86011,11.94019,196.79878,0.25265,9.806357e-08,1.29456,0.00192,440.01229
2024-03-01_06:47:09,-0.8947,0.2698,9.825000e-08,1.86011,11.96248,349.46458,0.26388,8.880688e-08,1.28691,0.00689,389.62202
2024-03-01_06:48:10,-0.8851,0.27406,9.825000e-08,1.86011,10.34994,728.41755,0.25882,9.203231e-08,1.28611,0.00103,590.89204
2024-03-01_06:49:09,-0.9082,0.28907,9.825000e-08,1.86011,11.0179,242.70385,0.28807,8.948925e-08,1.29157,0.00074,253.86316
2024-03-01_06:50:10,-0.8949,0.2913,9.825000e-08,1.86011,10.89805,390.74717,0.28575,1.015056e-07,1.29653,0.02223,389.6753
2024-03-01_06:51:09,-0.8985,0.30307,9.825000e-08,1.86011,9.13736,292.86613,0.29243,9.187948e-08,1.2891,0.00256,335.32163
2024-03-01_06:52:09,-0.8961,0.30266,9.825000e-08,1.86011,10.48711,229.3515,0.29624,1.707388e-07,1.34334,0.00977,399.80034
2024-03-01_06:53:09,-0.9127,0.31362,9.825000e-08,1.86011,7.98046,178.96046,0.32597,5.036661e-08,1.24425,2e-05,207.5153
2024-03-01_06:54:09,-0.9014,0.32335,9.825000e-08,1.86011,10.06808,249.20651,0.31467,6.197248e-08,1.256,0.00851,288.84963
2024-03-01_06:55:10,-0.8833,0.32518,9.825000e-08,1.86011,7.56513,1091.35141,0.3059,6.822889e-08,1.25687,0.0,678.03582
2024-03-01_06:56:09,-0.8913,0.33471,9.825000e-08,1.86011,7.75282,417.27665,0.31993,9.707868e-08,1.28819,1e-05,449.98359
2024-03-01_06:57:10,-0.9059,0.34384,9.825000e-08,1.86011,8.84738,204.8402,0.33832,1.462582e-07,1.32887,0.02338,262.93572
2024-03-01_06:58:09,-0.9042,0.35033,9.825000e-08,1.86011,7.93257,213.57324,0.3504,8.184499e-08,1.27757,0.02137,259.73307
2024-03-01_06:59:09,-0.9089,0.3696,9.825000e-08,1.91823,6.81392,242.3719,0.37597,1.055620e-07,1.3012,0.02315,224.3898
2024-03-01_07:00:10,-0.8929,0.3694,9.825000e-08,1.91823,7.12853,371.1374,0.36287,1.071562e-07,1.29617,0.00275,434.73097
2024-03-01_07:01:09,-0.9073,0.39557,9.825000e-08,1.91823,7.13138,164.57889,0.39047,1.773465e-08,1.16245,0.01507,199.61294
2024-03-01_07:02:10,-0.9088,0.37488,9.825000e-08,1.91823,6.37688,229.16321,0.38904,3.248367e-08,1.20478,0.00497,200.77052
2024-03-01_07:03:09,-0.9044,0.3836,9.825000e-08,1.91823,7.15174,194.49215,0.36885,4.104769e-07,1.42416,0.00315,308.08191
2024-03-01_07:04:10,-0.9044,0.39111,9.825000e-08,1.91823,8.1801,278.18374,0.38849,1.591453e-07,1.33171,0.01362,265.80242
2024-03-01_07:05:09,-0.8916,0.37772,9.825000e-08,1.91823,7.14786,388.33419,0.36521,3.410740e-08,1.20164,0.00045,385.57837
2024-03-01_07:06:09,-0.898,0.39314,9.825000e-08,1.91823,7.01882,162.71128,0.37223,7.201615e-08,1.26073,0.00534,317.29487
2024-03-01_07:07:10,-0.9062,0.37062,9.825000e-08,1.91823,7.75525,250.77185,0.37516,9.974675e-08,1.29005,0.00427,241.75916
2024-03-01_07:08:09,-0.904,0.36534,9.825000e-08,1.86011,8.3947,166.76834,0.35307,4.435923e-08,1.22277,0.04255,248.12431
2024-03-01_07:09:10,-0.8928,0.35865,9.825000e-08,1.86011,8.84743,250.04609,0.34524,6.629098e-08,1.25039,0.00019,398.42793
2024-03-01_07:10:09,-0.8995,0.34993,9.825000e-08,1.86011,8.15116,263.23457,0.34109,1.787544e-08,1.154,0.0072,265.17547
2024-03-01_07:11:10,-0.8961,0.33005,9.825000e-08,1.86011,9.49187,340.41682,0.32444,5.696922e-08,1.23898,0.00544,339.0443
2024-03-01_07:12:09,-0.8955,0.31869,9.825000e-08,1.86011,8.53881,261.12873,0.31213,1.579348e-08,1.14364,0.00914,302.96275
2024-03-01_07:13:09,-0.9109,0.32153,9.825000e-08,1.86011,9.12669,181.06802,0.32587,8.168984e-08,1.27364,0.0028,221.79753
2024-03-01_07:14:10,-0.908,0.31848,9.825000e-08,1.86011,10.82459,228.07368,0.32367,9.198712e-08,1.28201,0.00284,239.98382
2024-03-01_07:15:09,-0.9056,0.33187,9.825000e-08,1.86011,9.4817,217.21487,0.325,9.898427e-08,1.28788,0.00092,258.35093
2024-03-01_07:16:10,-0.8944,0.32761,9.825000e-08,1.86011,8.4216,237.0497,0.31828,1.039726e-07,1.28742,0.01321,386.95237
2024-03-01_07:17:09,-0.8946,0.33066,9.825000e-08,1.86011,8.17887,281.71037,0.31696,4.507798e-08,1.22129,0.01144,348.51428
2024-03-01_07:18:10,-0.9069,0.33735,9.825000e-08,1.86011,9.18692,223.41889,0.34069,1.108663e-07,1.29909,0.00288,246.85025
2024-03-01_07:19:09,-0.8867,0.34465,9.825000e-08,1.86011,8.67739,331.00685,0.32688,7.984183e-08,1.26366,0.0,559.85612
2024-03-01_07:20:09,-0.8933,0.3477,9.825000e-08,1.86011,8.21865,334.61517,0.34162,9.457661e-08,1.27997,1e-05,402.93835
2024-03-01_07:21:10,-0.8976,0.3696,9.825000e-08,1.86011,6.83816,279.14198,0.36419,1.375192e-08,1.13667,0.00891,265.09622
2024-03-01_07:22:09,-0.9025,0.37873,9.825000e-08,1.91823,8.0717,336.09441,0.37919,4.169811e-08,1.21666,0.00018,242.98591
2024-03-01_07:23:10,-0.9094,0.39111,9.825000e-08,1.91823,7.14154,250.16767,0.40271,1.421677e-07,1.31998,0.02727,216.05784
2024-03-01_07:24:09,-0.908,0.4116,9.825000e-08,1.91823,6.32049,269.27464,0.42437,1.199275e-07,1.30392,0.01296,215.58069
2024-03-01_07:25:10,-0.9036,0.45785,9.825000e-08,1.91823,5.06645,208.97682,0.45044,2.140145e-07,1.35305,0.00638,262.99096
2024-03-01_07:26:09,-0.9012,0.47712,9.825000e-08,1.91823,5.35894,277.24517,0.48284,2.343883e-08,1.17423,0.00101,215.65281
2024-03-01_07:27:09,-0.9079,0.48401,9.825000e-08,1.91823,5.10127,286.7305,0.49644,4.861293e-08,1.22827,0.01682,181.55378
2024-03-01_07:28:09,-0.8965,0.48868,9.825000e-08,1.91823,5.88309,249.16732,0.4852,7.414392e-08,1.25575,0.0054,306.47727
2024-03-01_07:29:09,-0.8934,0.52033,9.825000e-08,1.91823,4.79222,226.61857,0.51179,7.549468e-08,1.25546,0.00083,363.26548
2024-03-01_07:30:10,-0.894,0.52195,9.825000e-08,1.91823,4.6484,302.53819,0.52336,3.378092e-08,1.19316,0.00064,299.66043
2024-03-01_07:31:09,-0.9026,0.55238,9.825000e-08,1.91823,4.20954,218.86041,0.55405,1.055944e-07,1.28314,0.00013,220.77034
2024-03-01_07:32:10,-0.9025,0.57956,9.825000e-08,1.91823,4.29752,223.45276,0.5851,3.821892e-08,1.20292,0.00245,190.62328
2024-03-01_07:33:09,-0.9121,0.60289,9.825000e-08,1.91823,3.97544,142.29181,0.62176,1.024657e-08,1.11693,0.01729,121.57541
2024-03-01_07:34:09,-0.8947,0.61891,9.825000e-08,1.91823,4.33923,152.04767,0.59543,3.903838e-08,1.19913,7e-05,272.07064
2024-03-01_07:35:09,-0.8993,0.64204,9.825000e-08,1.91823,3.59581,279.16443,0.64199,8.218245e-08,1.25582,0.00011,226.51935
2024-03-01_07:36:09,-0.8979,0.64569,9.825000e-08,1.91823,3.31771,357.09559,0.6457,9.109205e-08,1.26137,0.00072,247.64502
2024-03-01_07:37:10,-0.899,0.63697,9.825000e-08,1.91823,3.93656,307.74415,0.64032,1.157534e-07,1.27801,0.00042,242.78114
2024-03-01_07:38:09,-0.8962,0.58686,9.825000e-08,1.91823,4.02027,295.63399,0.58535,3.847386e-08,1.19073,0.00132,251.05979
2024-03-01_07:39:10,-0.8968,0.56374,9.825000e-08,1.91823,4.29181,237.26233,0.54645,6.522967e-08,1.22825,0.00191,271.41675
2024-03-01_07:40:09,-0.8935,0.53432,9.825000e-08,1.91823,4.63217,359.19239,0.52632,1.760309e-07,1.30715,0.0001,421.73282
2024-03-01_07:41:09,-0.8958,0.56658,9.825000e-08,1.91823,4.17968,292.47814,0.55252,1.653252e-07,1.30214,0.00331,342.61688
2024-03-01_07:42:09,-0.8908,0.56678,9.825000e-08,1.91823,4.24588,628.66539,0.554,1.231919e-07,1.27507,1e-05,489.16131
2024-03-01_07:43:09,-0.9003,0.59944,9.825000e-08,1.91823,4.1808,216.28068,0.58764,6.670813e-08,1.23009,0.00208,219.86873
2024-03-01_07:44:10,-0.8855,0.62541,9.825000e-08,1.91823,3.58212,494.19934,0.60018,4.072010e-08,1.18866,0.00017,612.16085
2024-03-01_07:45:09,-0.8974,0.62439,9.825000e-08,1.91823,3.9004,313.38453,0.62224,1.929601e-07,1.31376,6e-05,297.54249
2024-03-01_07:46:10,-0.8944,0.59579,9.825000e-08,1.91823,3.76772,275.25074,0.59387,1.743125e-07,1.30284,1e-05,380.58235
2024-03-01_07:47:09,-0.8955,0.58889,9.825000e-08,1.91823,4.31891,207.01711,0.57676,2.812295e-08,1.16328,0.00161,249.13332
2024-03-01_07:48:09,-0.9002,0.58646,9.825000e-08,1.91823,3.96902,150.88643,0.5737,7.689490e-08,1.23802,0.00041,227.50392
2024-03-01_07:49:09,-0.9045,0.61912,9.825000e-08,1.91823,3.99499,333.81156,0.6344,1.588179e-07,1.29826,0.0029,192.12411
2024-03-01_07:50:09,-0.9024,0.66801,9.825000e-08,1.91823,3.6315,185.50506,0.66188,8.947796e-08,1.24921,0.01468,191.63643
2024-03-01_07:51:10,-0.898,0.68018,9.825000e-08,1.91823,3.54459,253.74722,0.68093,1.841746e-07,1.30618,0.00138,272.70065
2024-03-01_07:52:09,-0.8951,0.66699,9.825000e-08,1.91823,3.53683,387.06168,0.64184,1.321517e-07,1.27635,0.00068,322.26295
2024-03-01_07:53:10,-0.8985,0.71081,9.825000e-08,1.91823,3.30753,327.42245,0.72145,1.518784e-07,1.2874,0.00158,245.99579
2024-03-01_07:54:09,-0.8969,0.73738,9.825000e-08,1.91823,3.29655,188.04356,0.728,8.288626e-08,1.23649,0.00042,239.00157
2024-03-01_07:55:09,-0.8887,0.75544,9.825000e-08,1.91823,2.91162,584.87482,0.72822,7.646846e-08,1.22606,7e-05,510.76467
2024-03-01_07:56:10,-0.9019,0.80169,9.825000e-08,1.91823,3.10673,205.55623,0.81436,1.545546e-07,1.28435,0.00659,182.94402
2024-03-01_07:57:09,-0.8975,0.81548,9.825000e-08,1.91823,2.99891,314.49191,0.81911,1.154541e-07,1.25669,0.00193,223.80037
2024-03-01_07:58:10,-0.8978,0.74043,9.825000e-08,1.91823,3.58164,299.79384,0.74608,1.254213e-07,1.26185,0.00158,238.39457
2024-03-01_07:59:09,-0.8899,0.71121,9.825000e-08,1.91823,3.70236,380.82075,0.69975,5.140161e-08,1.19098,0.00074,377.87082
2024-03-01_08:00:10,-0.9024,0.7317,9.825000e-08,1.91823,3.67062,243.00429,0.73858,1.282387e-07,1.26433,0.0021,183.62997
2024-03-01_08:01:09,-0.8918,0.78931,9.825000e-08,1.91823,3.12279,297.63164,0.78688,2.961790e-08,1.15326,0.0004,264.82087
2024-03-01_08:02:09,-0.8972,0.83313,9.825000e-08,1.91823,2.84631,219.89438,0.83885,1.140344e-07,1.2506,0.001,228.58539
2024-03-01_08:03:09,-0.8962,0.88161,9.825000e-08,1.91823,2.82325,238.42276,0.88223,1.772008e-08,1.11817,0.00365,167.79734
2024-03-01_08:04:09,-0.8929,0.88506,9.825000e-08,1.91823,2.74509,274.77794,0.88488,7.464339e-08,1.21251,0.00099,282.06003
2024-03-01_08:05:10,-0.8924,0.92178,9.825000e-08,1.91823,2.57618,507.24371,0.92441,7.018407e-08,1.20547,0.00013,275.4832
2024-03-01_08:06:09,-0.8953,1.00069,9.825000e-08,1.91823,2.43935,186.11153,1.00127,1.468570e-08,1.10056,0.00088,153.65278
2024-03-01_08:07:10,-0.8954,1.02199,9.825000e-08,1.91823,2.38794,267.20514,1.036,2.288220e-08,1.12569,0.01198,160.17221
2024-03-01_08:08:09,-0.8928,1.04755,9.825000e-08,1.91823,2.34574,287.46568,1.05346,6.500224e-08,1.19355,0.00715,234.72293
2024-03-01_08:09:09,-0.8913,1.06033,9.825000e-08,1.91823,2.39782,254.8625,1.05628,5.206121e-08,1.17582,0.00089,256.43314
2024-03-01_08:10:09,-0.8909,1.03376,9.825000e-08,1.91823,2.36704,223.25061,1.02328,6.812026e-08,1.19256,0.01312,301.40889
2024-03-01_08:11:09,-0.9059,1.02868,9.825000e-08,1.91823,2.55165,128.03322,1.06789,3.092958e-08,1.14138,0.00828,96.15382
2024-03-01_08:12:10,-0.8986,1.04207,9.825000e-08,1.91823,2.33777,341.89815,1.07217,8.406435e-08,1.20687,0.00553,153.45551
2024-03-01_08:13:09,-0.8943,1.05566,9.825000e-08,1.91823,2.40045,303.64429,1.06346,9.196404e-08,1.21064,0.0028,212.63452
2024-03-01_08:14:10,-0.8939,1.07291,9.825000e-08,1.91823,2.21133,336.36313,1.08107,1.037955e-07,1.21848,0.00302,226.43445
2024-03-01_08:15:09,-0.8949,1.08366,9.825000e-08,1.91823,2.28132,251.27394,1.09819,1.506134e-08,1.08845,0.06718,151.36962
2024-03-01_08:16:10,-0.8956,1.0725,9.825000e-08,1.91823,2.36574,271.94466,1.07803,9.025230e-08,1.20836,0.00423,190.19895
2024-03-01_08:17:09,-0.9084,0.9449,9.825000e-08,1.91823,2.69655,260.3156,1.00915,1.065133e-08,1.07213,0.15537,92.21264
2024-03-01_08:18:09,-0.9035,0.94653,9.825000e-08,1.91823,2.66883,372.04434,0.98187,1.524749e-07,1.25433,0.00624,138.57456
2024-03-01_08:19:10,-0.8929,0.93294,9.825000e-08,1.91823,2.75693,251.61901,0.94057,4.119467e-08,1.15561,0.0018,217.46548
2024-03-01_08:20:09,-0.8924,0.89602,9.825000e-08,1.91823,2.97417,229.80578,0.8863,5.177543e-08,1.17232,0.0016,251.04989
2024-03-01_08:21:10,-0.8921,0.92036,9.825000e-08,1.91823,2.34086,469.89127,0.92936,3.266777e-08,1.14171,0.00193,224.57517
2024-03-01_08:22:09,-0.8964,0.95302,9.825000e-08,1.91823,2.77721,185.3314,0.94961,8.400870e-08,1.20926,6e-05,196.96643
2024-03-01_08:23:10,-0.8932,0.92421,9.825000e-08,1.91823,2.46314,303.55469,0.92643,4.594922e-08,1.16537,0.00052,222.3732
2024-03-01_08:24:09,-0.8879,0.90393,9.825000e-08,1.91823,2.66316,425.86926,0.89078,3.929204e-08,1.154,0.05299,421.21684
2024-03-01_08:25:09,-0.8945,1.04349,9.825000e-08,1.91823,2.46542,166.12381,1.02955,1.128733e-07,1.23337,0.00022,230.87901
2024-03-01_08:26:10,-0.8982,1.06479,9.825000e-08,1.91823,2.51979,464.65155,1.07127,2.107363e-07,1.28362,0.00096,191.51773
2024-03-01_08:27:09,-0.8907,1.13214,9.825000e-08,1.91823,2.209,733.82726,1.1294,9.805412e-08,1.21936,0.03984,360.63632
2024-03-01_08:28:10,-0.8964,1.11064,9.825000e-08,1.91823,2.34201,509.87633,1.12519,2.239953e-07,1.28592,0.00143,218.87585
2024-03-01_08:29:09,-0.8974,1.17555,9.825000e-08,1.91823,2.02156,197.97913,1.19552,4.473781e-08,1.16598,0.0027,133.75269
2024-03-01_08:30:10,-0.8922,1.19117,9.825000e-08,1.91823,1.93137,741.60548,1.19821,6.949738e-08,1.19268,0.05938,254.78398
2024-03-01_08:31:09,-0.8974,1.22424,9.825000e-08,1.91823,2.04999,231.26507,1.25584,9.541091e-09,1.06596,0.12451,119.40447
2024-03-01_08:32:09,-0.8921,1.26907,9.825000e-08,1.97636,1.96159,246.39757,1.26238,6.224964e-08,1.18094,0.10771,275.76037
2024-03-01_08:33:10,-0.8939,1.21166,9.825000e-08,1.91823,2.04705,371.92549,1.22376,1.296315e-07,1.23328,0.02588,226.95756
2024-03-01_08:34:09,-0.9068,1.13295,9.825000e-08,1.91823,2.27885,168.4864,1.19346,1.968247e-08,1.1068,0.05744,81.95184
2024-03-01_08:35:10,-0.8907,1.14735,9.825000e-08,1.91823,1.99945,612.71852,1.14096,1.222348e-07,1.22518,0.05434,410.06161
2024-03-01_08:36:09,-0.8944,1.1291,9.825000e-08,1.91823,2.40469,298.80421,1.13786,1.326428e-07,1.23263,0.00095,216.18945
2024-03-01_08:37:09,-0.8913,1.20679,9.825000e-08,1.91823,2.1302,492.51208,1.21021,1.175999e-07,1.22205,0.03436,311.9944
2024-03-01_08:38:09,-0.8945,1.22667,9.825000e-08,1.91823,1.87958,829.44037,1.2444,7.988640e-08,1.19505,0.04403,187.21156
2024-03-01_08:39:09,-0.8907,1.22201,9.825000e-08,1.91823,1.97402,392.19999,1.21743,1.169388e-07,1.21953,0.08828,447.93281
2024-03-01_08:40:10,-0.9154,1.28489,9.825000e-08,1.91823,2.03629,140.8628,1.39434,1.087151e-07,1.22202,0.00251,58.97577
2024-03-01_08:41:09,-0.8958,1.21551,9.825000e-08,1.91823,2.01938,168.64589,1.2156,2.858661e-08,1.1207,0.09076,149.33766
2024-03-01_08:42:10,-0.8941,1.08914,9.825000e-08,1.91823,2.21613,462.81847,1.09893,1.317189e-07,1.22795,0.00355,226.57922
2024-03-01_08:43:09,-0.8923,1.14959,9.825000e-08,1.91823,2.10439,273.22641,1.13823,1.750238e-07,1.24861,0.03068,326.48526
2024-03-01_08:44:09,-0.9071,1.14066,9.825000e-08,1.91823,2.19605,211.31817,1.14368,3.882083e-08,1.14364,0.61391,164.61792
2024-03-01_08:45:09,-0.8925,1.18935,9.825000e-08,1.91823,2.257,393.96343,1.18534,1.379928e-07,1.23166,0.01032,261.35633
2024-03-01_08:46:09,-0.8971,1.07798,9.825000e-08,1.91823,2.32735,260.45942,1.10596,1.974104e-08,1.10182,0.05445,134.07648
2024-03-01_08:47:10,-0.9028,0.99359,9.825000e-08,1.91823,2.58003,311.87901,1.02828,1.185935e-07,1.22777,0.00512,129.47737
2024-03-01_08:48:09,-0.9045,1.02361,9.825000e-08,1.91823,2.37806,203.16387,1.06683,3.798029e-08,1.14871,0.0011,101.16409
2024-03-01_08:49:10,-0.8923,1.06439,9.825000e-08,1.91823,2.49133,306.97571,1.07111,1.569390e-07,1.24862,0.00229,304.05702
2024-03-01_08:50:09,-0.8922,1.06784,9.825000e-08,1.91823,2.59347,184.93225,1.06144,3.206182e-08,1.1343,0.0996,236.52773
2024-03-01_08:51:09,-0.8951,1.05587,9.825000e-08,1.91823,2.3369,179.37026,1.05572,9.005971e-08,1.20596,0.00498,197.02895
2024-03-01_08:52:10,-0.8929,1.05262,9.825000e-08,1.91823,2.21741,367.85958,1.05628,1.381984e-07,1.23707,0.00392,272.48219
2024-03-01_08:53:09,-0.8923,1.08406,9.825000e-08,1.91823,2.39414,281.07276,1.07728,9.558114e-08,1.20801,0.01173,260.3117
2024-03-01_08:54:10,-0.8918,1.06297,9.825000e-08,1.91823,2.42477,266.89955,1.07053,2.754476e-08,1.12213,0.10805,235.40783
2024-03-01_08:55:09,-0.8973,1.09299,9.825000e-08,1.91823,2.20981,186.60095,1.12488,6.697601e-09,1.03974,0.12218,122.26478
2024-03-01_08:56:10,-0.896,1.08832,9.825000e-08,1.91823,2.45862,243.63239,1.09809,1.376466e-08,1.08008,0.09568,143.59953
2024-03-01_08:57:09,-0.8937,1.05343,9.825000e-08,1.91823,2.42708,157.8996,1.06339,1.667334e-08,1.09253,0.05708,167.73315
2024-03-01_08:58:09,-0.9082,1.0794,9.825000e-08,1.91823,2.364,232.15571,1.1329,1.422964e-07,1.24527,0.00652,95.38195
2024-03-01_08:59:09,-0.8919,1.06297,9.825000e-08,1.91823,2.27884,370.11713,1.05104,1.445577e-07,1.24077,0.00185,314.06093
2024-03-01_09:00:09,-0.8962,1.06358,9.825000e-08,1.91823,2.41201,334.62844,1.08384,4.723126e-08,1.16117,0.03755,163.92171
2024-03-01_09:01:10,-0.9018,1.1009,9.825000e-08,1.91823,2.20094,213.82669,1.14556,5.392774e-08,1.17374,0.00258,111.08825
2024-03-01_09:02:09,-0.905,1.05445,9.825000e-08,1.91823,2.53574,260.68206,1.10941,1.187390e-07,1.23023,0.03116,112.15557
2024-03-01_09:03:10,-0.9058,1.01935,9.825000e-08,1.91823,2.30733,333.7972,1.07173,7.329116e-08,1.19275,0.1608,116.67601
2024-03-01_09:04:09,-0.8936,1.04674,9.825000e-08,1.91823,2.56696,173.91799,1.05187,3.296305e-08,1.1354,0.08273,204.5692
2024-03-01_09:05:09,-0.9041,1.05445,9.825000e-08,1.91823,2.39974,216.52021,1.09659,1.300803e-07,1.23794,0.00701,116.49238
